"Geographic Area Name (NAME)","2022 NAICS code (NAICS2022)","Meaning of NAICS code (NAICS2022_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Production workers first-quarter payroll ($1,000) (PAYQ1PW)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Other employees annual wages ($1,000) (PAYANOM)","Other employees first-quarter payroll ($1,000) (PAYQ1OM)","Other employees for pay period including March 12 (EMPQ1OM)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000) (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of contract work ($1,000) (CSTCNT)","Cost of purchased fuels consumed ($1,000) (CSTFU)","Cost of purchased electricity ($1,000) (CSTELEC)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000) (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000) (ASTBGN)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, beginning of year ($1,000) (ASTBBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, beginning of year ($1,000) (ASTBMCH)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Retirements for buildings and other structures ($1,000) (ASRBLD)","Retirements for machinery and equipment ($1,000) (ASRMCH)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, end of year ($1,000) (ASTEBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, end of year ($1,000) (ASTEMCH)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating imputed percentage of total sales, value of shipments, or revenue (RCPTOT_IMP)","Range indicating imputed percentage of total annual payroll (PAYANN_IMP)","Range indicating imputed percentage of total employees (EMP_IMP)"
"California","322120","Paper Mills","2022","D","D","D","D","D","250 to 499 employees","D","D","D","D","D","D","D","D","D","D","0","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","0","D","D","D","D","D","D","D","D","D","0","D","D","D","D","D","D","D","D","D","D","D","D","D"
"California","32213","Paperboard Mills","2022","5","6","D","D","D","203","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","77,678","0","0","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","1,023","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","20% to less than 30%"
"California","322130","Paperboard Mills","2022","5","6","D","D","D","203","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","77,678","0","0","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","1,023","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","20% to less than 30%"
"California","3222","Converted paper product manufacturing","2022","255","334","11,282,136","1,315,732","326,579","19,187","845,556","211,985","14,878","30,717","470,176","114,594","4,309","346,670","143,147","D","D","154,160","6,921,285","6,302,347","D","D","96,742","128,812","762,113","D","D","D","1,111,490","D","D","D","1,254,468","D","D","715,286","D","D","3,445,357","D","D","D","D","D","D","D","D","D","4,789,298","1,053,888","3,735,410","269,005","175,265","138,817","36,448","906,334","96,930","D","D","D","10,120","167,511","D","D","D","47,388","483,623","20% to less than 30%","10% to less than 20%","30% to less than 40%"
"California","32221","Paperboard Container Manufacturing","2022","126","198","9,205,480","1,058,254","262,269","14,979","669,099","169,000","11,556","23,908","389,155","93,269","3,423","282,977","119,629","10,511","31,632","121,205","5,793,753","5,264,936","273,057","66,733","88,635","100,392","561,155","D","D","3,461,604","929,937","311,241","52,338","566,358","1,031,405","363,826","49,630","617,949","3,263,093","503,458","2,759,635","D","D","D","D","D","D","D","D","D","3,912,756","913,566","2,999,190","216,224","138,667","105,697","32,970","747,246","77,329","5,713","4,172","5,256","7,964","148,725","31,683","2,995","32,462","41,250","389,697","20% to less than 30%","10% to less than 20%","30% to less than 40%"
"California","322211","Corrugated and Solid Fiber Box Manufacturing","2022","65","109","6,781,139","681,442","171,495","8,943","431,855","110,917","7,005","14,146","249,587","60,578","1,938","182,063","77,620","8,167","24,833","71,443","4,464,317","4,043,631","238,420","31,541","83,883","66,842","370,811","D","D","2,342,026","633,315","187,948","24,049","421,318","695,764","215,932","21,269","458,563","2,253,106","364,889","1,888,217","679,971","D","D","D","D","D","38,570","D","D","2,894,507","778,545","2,115,962","153,517","83,400","59,473","23,927","525,263","42,824","2,740","2,582","2,166","4,882","111,913","18,840","2,267","23,985","29,683","283,381","20% to less than 30%","10% to less than 20%","50% to less than 60%"
"California","322212","Folding Paperboard Box Manufacturing","2022","51","63","1,687,874","275,960","67,283","4,257","163,607","40,640","3,088","6,600","112,353","26,643","1,169","69,888","30,950","1,947","4,682","32,309","885,076","804,101","24,973","32,093","3,905","20,004","106,825","D","0","816,687","219,594","87,777","24,960","106,857","223,767","101,272","25,354","97,141","785,733","115,667","670,066","D","1,756","D","D","D","D","D","D","D","780,192","111,328","668,864","47,753","38,476","30,608","7,868","164,688","24,263","D","D","D","2,600","25,339","11,506","703","7,647","7,974","80,423","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"California","322219","Other Paperboard Container Manufacturing","2022","21","26","736,467","100,852","23,491","1,779","73,637","17,443","1,463","3,162","27,215","6,048","316","31,026","11,059","397","2,117","17,453","444,360","417,204","9,664","3,099","847","13,546","83,519","0","0","302,891","77,028","35,516","3,329","38,183","111,874","46,622","3,007","62,245","224,254","22,902","201,352","15,745","810","14,935","D","D","11,723","1,942","D","D","238,057","23,693","214,364","14,954","16,791","15,616","1,175","57,295","10,242","D","D","D","482","11,473","1,337","25","830","3,593","25,893","20% to less than 30%","Less than 10%","10% to less than 20%"
"California","32222","Paper Bag and Coated and Treated Paper Manufacturing","2022","51","52","840,431","98,296","25,475","1,546","68,026","16,731","1,215","2,703","30,270","8,744","331","24,494","7,700","D","D","14,053","359,289","344,140","D","D","727","5,407","30,062","D","D","489,650","71,391","D","D","30,949","86,857","30,044","18,906","37,907","D","D","202,668","D","D","D","D","D","D","D","D","D","285,177","57,335","227,842","16,618","12,955","10,925","2,030","40,275","6,056","306","D","1,193","709","8,194","1,841","D","1,838","2,862","16,839","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"California","322220","Paper Bag and Coated and Treated Paper Manufacturing","2022","51","52","840,431","98,296","25,475","1,546","68,026","16,731","1,215","2,703","30,270","8,744","331","24,494","7,700","D","D","14,053","359,289","344,140","D","D","727","5,407","30,062","D","D","489,650","71,391","D","D","30,949","86,857","30,044","18,906","37,907","D","D","202,668","D","D","D","D","D","D","D","D","D","285,177","57,335","227,842","16,618","12,955","10,925","2,030","40,275","6,056","306","D","1,193","709","8,194","1,841","D","1,838","2,862","16,839","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"California","32223","Stationery Product Manufacturing","2022","34","34","355,436","67,785","16,127","1,228","45,905","10,783","999","1,961","21,880","5,344","229","16,741","6,605","D","D","7,621","194,914","174,214","10,205","4,168","468","5,859","33,883","0","0","D","21,307","D","D","D","32,393","D","D","16,561","D","D","68,055","D","D","D","D","D","D","448","D","D","88,641","14,285","74,356","6,415","6,923","6,307","616","27,476","2,842","D","D","D","522","3,750","D","622","D","1,272","16,278","20% to less than 30%","20% to less than 30%","20% to less than 30%"
"California","322230","Stationery Product Manufacturing","2022","34","34","355,436","67,785","16,127","1,228","45,905","10,783","999","1,961","21,880","5,344","229","16,741","6,605","D","D","7,621","194,914","174,214","10,205","4,168","468","5,859","33,883","0","0","D","21,307","D","D","D","32,393","D","D","16,561","D","D","68,055","D","D","D","D","D","D","448","D","D","88,641","14,285","74,356","6,415","6,923","6,307","616","27,476","2,842","D","D","D","522","3,750","D","622","D","1,272","16,278","20% to less than 30%","20% to less than 30%","20% to less than 30%"
"California","32229","Other Converted Paper Product Manufacturing","2022","49","50","880,789","91,397","22,708","1,434","62,526","15,471","1,108","2,145","28,871","7,237","326","22,458","9,213","766","1,198","11,281","573,329","519,057","29,342","864","6,912","17,154","137,013","D","0","319,209","88,855","D","D","39,660","103,813","56,665","4,279","42,869","D","D","414,999","D","D","D","D","D","D","D","D","D","502,724","68,702","434,022","29,748","16,720","15,888","832","91,337","10,703","1,198","D","D","925","6,842","3,488","2,485","1,742","2,004","60,809","40% to less than 50%","30% to less than 40%","30% to less than 40%"
"California","322291","Sanitary paper product manufacturing","2022","9","9","469,618","34,199","8,483","462","24,069","5,755","358","661","10,130","2,728","104","8,116","4,352","23","0","3,741","400,492","397,970","0","D","D","D","D","0","0","75,400","50,462","27,903","D","D","56,556","34,177","D","D","291,657","29,779","261,878","D","D","179","D","0","D","D","D","D","291,410","29,785","261,625","16,152","10,749","D","D","54,306","D","D","D","D","D","2,085","245","D","927","516","D","60% to less than 70%","50% to less than 60%","50% to less than 60%"
"California","322299","All Other Converted Paper Product Manufacturing","2022","40","41","411,171","57,198","14,225","972","38,457","9,716","750","1,484","18,741","4,509","222","14,342","4,861","743","1,198","7,540","172,837","121,087","29,342","D","D","D","D","D","0","243,809","38,393","D","D","D","47,257","22,488","D","D","D","D","153,121","D","D","D","D","D","D","D","D","D","211,314","38,917","172,397","13,596","5,971","D","D","37,031","D","D","D","D","D","4,757","3,243","D","815","1,488","D","30% to less than 40%","10% to less than 20%","20% to less than 30%"
"California","323","Printing and Related Support Activities","2022","2,718","2,813","7,386,979","1,919,394","463,526","33,811","1,104,774","269,114","23,586","43,827","814,620","194,412","10,225","393,169","135,960","6,741","25,043","225,425","2,941,618","2,509,044","137,319","191,596","22,381","81,278","477,567","D","D","4,466,819","441,800","145,925","75,238","220,637","535,482","155,462","87,159","292,861","3,065,776","655,669","2,410,107","165,113","23,034","142,079","20,670","11,289","110,120","97,626","11,970","85,656","3,133,263","666,733","2,466,530","267,266","229,994","186,562","43,432","721,228","164,536","20,759","12,401","16,017","28,542","78,620","21,378","25,196","47,033","35,611","271,135","30% to less than 40%","10% to less than 20%","30% to less than 40%"
"California","3231","Printing and Related Support Activities","2022","2,718","2,813","7,386,979","1,919,394","463,526","33,811","1,104,774","269,114","23,586","43,827","814,620","194,412","10,225","393,169","135,960","6,741","25,043","225,425","2,941,618","2,509,044","137,319","191,596","22,381","81,278","477,567","D","D","4,466,819","441,800","145,925","75,238","220,637","535,482","155,462","87,159","292,861","3,065,776","655,669","2,410,107","165,113","23,034","142,079","20,670","11,289","110,120","97,626","11,970","85,656","3,133,263","666,733","2,466,530","267,266","229,994","186,562","43,432","721,228","164,536","20,759","12,401","16,017","28,542","78,620","21,378","25,196","47,033","35,611","271,135","30% to less than 40%","10% to less than 20%","30% to less than 40%"
"California","32311","Printing","2022","2,613","2,704","7,225,308","1,858,088","448,641","32,628","1,062,686","258,840","22,651","42,115","795,402","189,801","9,977","381,844","132,095","6,687","24,678","218,384","2,899,305","2,475,545","136,526","186,648","21,927","78,659","462,740","555","D","4,347,601","433,544","144,659","72,863","216,022","527,326","154,147","84,973","288,206","2,993,875","638,361","2,355,514","159,798","22,573","137,225","20,171","10,317","106,737","96,030","11,929","84,101","3,057,643","649,005","2,408,638","261,150","223,668","181,385","42,283","705,778","163,174","20,395","12,067","15,677","27,898","76,308","20,905","24,954","45,545","34,496","264,359","30% to less than 40%","10% to less than 20%","30% to less than 40%"
"California","323111","Commercial Printing (except Screen and Books)","2022","1,801","1,883","5,734,492","1,487,736","358,944","24,325","825,990","200,841","16,445","30,843","661,746","158,103","7,880","310,885","111,536","5,714","19,805","173,830","2,316,569","1,978,364","98,156","157,236","16,460","66,353","398,885","438","D","3,437,007","366,165","115,735","62,496","187,934","456,541","123,144","74,171","259,226","2,613,628","511,242","2,102,386","137,185","20,869","116,316","16,247","8,675","91,394","73,507","9,082","64,425","2,677,306","523,029","2,154,277","216,480","183,281","145,484","37,797","561,310","108,246","17,755","9,874","13,029","22,969","65,097","16,691","19,837","38,861","27,770","221,181","30% to less than 40%","10% to less than 20%","30% to less than 40%"
"California","323113","Commercial Screen Printing","2022","667","674","1,303,088","336,208","81,198","7,587","215,359","52,303","5,682","10,379","120,849","28,895","1,905","63,752","18,050","823","4,374","40,505","511,128","433,791","D","23,782","D","10,642","54,536","117","0","792,691","59,350","27,033","9,171","23,146","59,786","27,901","9,034","22,851","289,978","110,247","179,731","D","D","D","3,673","D","11,191","D","D","D","302,773","111,314","191,459","37,958","36,892","33,342","3,550","131,128","52,492","2,357","1,911","2,447","4,510","9,628","3,913","4,762","5,817","5,810","37,481","20% to less than 30%","Less than 10%","20% to less than 30%"
"California","323117","Books Printing","2022","147","147","187,728","34,144","8,499","716","21,337","5,696","524","893","12,807","2,803","192","7,207","2,509","150","499","4,049","71,608","63,390","D","5,630","D","1,664","9,319","0","0","117,903","8,029","1,891","1,196","4,942","10,999","3,102","1,768","6,129","90,269","16,872","73,397","D","D","D","251","D","4,152","D","D","D","77,564","14,662","62,902","6,712","3,495","2,559","936","13,340","2,436","283","282","201","419","1,583","301","355","867","916","5,697","60% to less than 70%","10% to less than 20%","60% to less than 70%"
"California","32312","Support Activities for Printing","2022","106","109","161,671","61,306","14,885","1,183","42,088","10,274","935","1,712","19,218","4,611","248","11,325","3,865","54","365","7,041","42,313","33,499","793","4,948","454","2,619","14,827","D","0","119,218","8,256","1,266","2,375","4,615","8,156","1,315","2,186","4,655","71,901","17,308","54,593","5,315","461","4,854","499","972","3,383","1,596","41","1,555","75,620","17,728","57,892","6,116","6,326","5,177","1,149","15,450","1,362","364","334","340","644","2,312","473","242","1,488","1,115","6,776","40% to less than 50%","Less than 10%","50% to less than 60%"
"California","323120","Support Activities for Printing","2022","106","109","161,671","61,306","14,885","1,183","42,088","10,274","935","1,712","19,218","4,611","248","11,325","3,865","54","365","7,041","42,313","33,499","793","4,948","454","2,619","14,827","D","0","119,218","8,256","1,266","2,375","4,615","8,156","1,315","2,186","4,655","71,901","17,308","54,593","5,315","461","4,854","499","972","3,383","1,596","41","1,555","75,620","17,728","57,892","6,116","6,326","5,177","1,149","15,450","1,362","364","334","340","644","2,312","473","242","1,488","1,115","6,776","40% to less than 50%","Less than 10%","50% to less than 60%"
"California","324","Petroleum and Coal Products Manufacturing","2022","83","162","89,883,110","1,505,144","418,200","10,508","822,071","218,569","6,482","13,890","683,073","199,631","4,026","477,242","148,023","89,946","90,867","148,406","75,417,362","68,501,814","4,587,439","94,120","1,784,474","449,515","3,232,116","5,112,780","271,501","15,494,484","4,139,122","1,596,435","1,596,108","946,579","5,669,657","2,018,401","2,202,878","1,448,378","27,521,230","5,963,490","21,557,740","1,018,955","464,792","554,163","15,244","59,418","479,501","25,897","D","D","28,514,288","6,421,247","22,093,041","1,315,380","137,752","57,445","80,307","4,100,607","56,006","5,463","17,267","3,578","13,756","1,343,737","213,151","6,002","150,068","1,219,707","1,071,872","10% to less than 20%","Less than 10%","10% to less than 20%"
"California","3241","Petroleum and Coal Products Manufacturing","2022","83","162","89,883,110","1,505,144","418,200","10,508","822,071","218,569","6,482","13,890","683,073","199,631","4,026","477,242","148,023","89,946","90,867","148,406","75,417,362","68,501,814","4,587,439","94,120","1,784,474","449,515","3,232,116","5,112,780","271,501","15,494,484","4,139,122","1,596,435","1,596,108","946,579","5,669,657","2,018,401","2,202,878","1,448,378","27,521,230","5,963,490","21,557,740","1,018,955","464,792","554,163","15,244","59,418","479,501","25,897","D","D","28,514,288","6,421,247","22,093,041","1,315,380","137,752","57,445","80,307","4,100,607","56,006","5,463","17,267","3,578","13,756","1,343,737","213,151","6,002","150,068","1,219,707","1,071,872","10% to less than 20%","Less than 10%","10% to less than 20%"
"California","32411","Petroleum Refineries","2022","8","16","85,524,311","1,226,018","354,955","7,273","642,138","178,034","4,175","9,410","583,880","176,921","3,098","385,851","116,536","79,657","75,557","114,101","72,906,299","66,211,431","4,533,335","47,040","1,728,520","385,973","2,875,300","5,112,780","271,501","13,613,117","3,732,557","1,355,617","1,572,348","804,592","5,204,581","1,745,014","2,178,056","1,281,511","25,604,396","5,566,193","20,038,203","D","D","472,181","D","D","411,856","D","D","D","26,531,663","6,023,283","20,508,380","1,210,777","95,788","33,623","62,165","3,795,771","48,530","1,293","15,547","1,224","8,632","1,290,032","204,042","480","137,682","1,193,713","894,596","10% to less than 20%","Less than 10%","Less than 10%"
"California","324110","Petroleum Refineries","2022","8","16","85,524,311","1,226,018","354,955","7,273","642,138","178,034","4,175","9,410","583,880","176,921","3,098","385,851","116,536","79,657","75,557","114,101","72,906,299","66,211,431","4,533,335","47,040","1,728,520","385,973","2,875,300","5,112,780","271,501","13,613,117","3,732,557","1,355,617","1,572,348","804,592","5,204,581","1,745,014","2,178,056","1,281,511","25,604,396","5,566,193","20,038,203","D","D","472,181","D","D","411,856","D","D","D","26,531,663","6,023,283","20,508,380","1,210,777","95,788","33,623","62,165","3,795,771","48,530","1,293","15,547","1,224","8,632","1,290,032","204,042","480","137,682","1,193,713","894,596","10% to less than 20%","Less than 10%","Less than 10%"
"California","32412","Asphalt Paving, Roofing, and Saturated Materials Manufacturing","2022","55","123","3,068,269","209,222","49,495","2,361","139,054","32,845","1,679","3,218","70,168","16,650","682","72,789","23,141","8,823","13,349","27,476","1,792,389","1,614,277","23,428","D","D","57,812","301,941","0","0","1,287,084","265,440","163,330","20,083","82,027","290,392","174,411","20,206","95,775","1,400,609","260,830","1,139,779","53,101","1,787","51,314","2,670","235","48,409","15,276","D","D","1,438,434","259,845","1,178,589","75,311","36,028","20,321","15,707","213,677","3,878","3,635","422","1,204","4,358","41,593","7,999","1,589","6,920","20,311","121,768","40% to less than 50%","30% to less than 40%","30% to less than 40%"
"California","324121","Asphalt Paving Mixture and Block Manufacturing","2022","39","102","1,844,785","131,310","29,981","1,468","91,330","21,220","1,043","2,044","39,980","8,761","425","50,615","14,347","8,153","10,629","17,486","1,195,086","1,039,685","17,132","42,954","47,243","48,072","243,576","0","0","661,000","123,680","D","D","38,628","141,040","83,529","12,824","44,687","1,095,551","211,127","884,424","40,844","1,362","39,482","D","D","36,925","12,753","2,585","10,168","1,123,642","209,904","913,738","62,973","24,558","11,135","13,423","144,096","2,453","3,223","381","730","3,441","15,661","2,582","1,381","4,094","16,533","93,617","40% to less than 50%","40% to less than 50%","40% to less than 50%"
"California","324122","Asphalt Shingle and Coating Materials Manufacturing","2022","18","21","1,223,484","77,912","19,514","893","47,724","11,625","636","1,174","30,188","7,889","257","22,174","8,794","670","2,720","9,990","597,303","574,592","6,296","D","D","9,740","58,365","0","0","626,084","141,760","D","D","43,399","149,352","90,882","7,382","51,088","305,058","49,703","255,355","12,257","425","11,832","D","D","11,484","2,523","D","D","314,792","49,941","264,851","12,338","11,470","9,186","2,284","69,581","1,425","412","41","474","917","25,932","5,417","208","2,826","3,778","28,151","30% to less than 40%","10% to less than 20%","20% to less than 30%"
"California","32419","Other Petroleum and Coal Products Manufacturing","2022","23","23","1,290,530","69,904","13,750","874","40,879","7,690","628","1,262","29,025","6,060","246","18,602","8,346","1,466","1,961","6,829","718,674","676,106","30,676","D","D","5,730","54,875","0","0","594,283","141,125","77,488","3,677","59,960","174,684","98,976","4,616","71,092","516,225","136,467","379,758","D","D","30,668","D","D","19,236","D","D","D","544,191","138,119","406,072","29,292","5,936","3,501","2,435","91,159","3,598","535","1,298","1,150","766","12,112","1,110","3,933","5,466","5,683","55,508","50% to less than 60%","20% to less than 30%","40% to less than 50%"
"California","324191","Petroleum Lubricating Oil and Grease Manufacturing","2022","18","18","D","53,728","D","685","D","6,421","497","1,006","D","D","188","14,521","D","1,466","D","D","D","D","30,676","D","D","D","D","0","0","D","D","D","D","D","D","D","D","D","D","D","D","29,186","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","1,150","D","D","D","D","D","D","D","D","30% to less than 40%","40% to less than 50%"
"California","324199","All Other Petroleum and Coal Products Manufacturing","2022","5","5","D","16,176","D","189","D","1,269","131","256","D","D","58","4,081","D","0","D","D","D","D","0","26","17","D","D","0","0","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","0","D","D","D","D","D","D","D","D","Less than 10%","70% to less than 80%"
"California","325","Chemical Manufacturing","2022","1,570","1,762","93,468,201","10,340,554","2,602,793","91,255","3,887,979","979,606","49,429","96,850","6,452,575","1,623,187","41,826","3,177,744","1,029,470","84,401","531,919","1,531,954","21,811,565","19,931,246","641,759","401,840","267,059","569,661","4,609,612","571,975","115,995","72,399,079","12,003,114","5,273,894","3,196,480","3,532,740","13,226,830","5,616,683","3,596,134","4,014,013","34,125,218","13,454,363","20,670,855","1,955,367","833,080","1,122,287","63,359","53,755","1,005,173","754,179","159,283","594,896","35,326,406","14,128,160","21,198,246","2,487,925","621,690","467,227","154,463","12,002,126","1,024,130","109,793","228,261","45,734","68,196","689,692","275,397","1,051,881","3,391,258","368,514","4,749,270","50% to less than 60%","20% to less than 30%","30% to less than 40%"
"California","3251","Basic chemical manufacturing","2022","139","201","9,627,959","774,035","192,058","8,125","440,501","109,917","5,217","10,094","333,534","82,141","2,908","203,109","83,717","15,688","23,612","80,092","4,661,140","4,164,978","78,208","40,483","136,016","241,455","2,326,126","504,901","115,281","5,019,234","717,313","316,437","144,013","256,863","800,303","348,429","164,436","287,438","6,488,457","671,205","5,817,252","178,694","21,550","157,144","2,937","1,696","152,511","196,049","11,007","185,042","6,471,102","681,748","5,789,354","360,228","61,957","22,060","39,897","855,914","121,343","13,783","40,196","2,243","9,098","175,311","109,754","6,807","153,000","50,564","173,815","40% to less than 50%","40% to less than 50%","60% to less than 70%"
"California","32512","Industrial Gas Manufacturing","2022","19","74","1,506,573","102,526","25,472","1,208","51,423","12,820","698","1,317","51,103","12,652","510","29,042","12,089","1,599","3,821","11,533","467,955","291,697","D","D","D","142,538","1,243,388","0","0","1,044,008","D","D","D","14,112","D","D","D","D","2,285,177","93,213","2,191,964","D","D","47,565","83","262","47,220","D","2,482","D","2,323,050","91,334","2,231,716","154,333","5,942","2,597","3,345","199,683","D","259","341","123","1,380","25,402","D","D","D","10,535","90,366","40% to less than 50%","30% to less than 40%","30% to less than 40%"
"California","325120","Industrial Gas Manufacturing","2022","19","74","1,506,573","102,526","25,472","1,208","51,423","12,820","698","1,317","51,103","12,652","510","29,042","12,089","1,599","3,821","11,533","467,955","291,697","D","D","D","142,538","1,243,388","0","0","1,044,008","D","D","D","14,112","D","D","D","D","2,285,177","93,213","2,191,964","D","D","47,565","83","262","47,220","D","2,482","D","2,323,050","91,334","2,231,716","154,333","5,942","2,597","3,345","199,683","D","259","341","123","1,380","25,402","D","D","D","10,535","90,366","40% to less than 50%","30% to less than 40%","30% to less than 40%"
"California","32513","Synthetic Dye and Pigment Manufacturing","2022","D","D","D","D","D","250 to 499 employees","D","D","D","D","D","D","D","D","D","68","D","D","D","D","0","360","106","1,407","D","0","0","D","54,682","37,325","D","D","41,508","D","D","D","D","D","D","D","D","3,134","108","57","2,969","D","D","0","D","D","D","D","1,588","1,483","105","D","3,097","D","D","D","D","D","D","164","D","D","D","D","D","D"
"California","325130","Synthetic Dye and Pigment Manufacturing","2022","D","D","D","D","D","250 to 499 employees","D","D","D","D","D","D","D","D","D","68","D","D","D","D","0","360","106","1,407","D","0","0","D","54,682","37,325","D","D","41,508","D","D","D","D","D","D","D","D","3,134","108","57","2,969","D","D","0","D","D","D","D","1,588","1,483","105","D","3,097","D","D","D","D","D","D","164","D","D","D","D","D","D"
"California","32518","Other Basic Inorganic Chemical Manufacturing","2022","34","40","1,441,546","113,445","29,715","1,224","80,158","21,458","966","2,138","33,287","8,257","258","36,420","16,162","5,896","3,559","10,803","424,576","271,429","D","D","49,652","D","D","D","D","1,052,446","225,561","100,860","69,916","54,785","276,399","121,047","85,205","70,147","1,017,762","189,743","828,019","D","D","D","D","158","D","D","D","D","1,033,422","188,904","844,518","61,691","12,058","2,603","9,455","92,091","14,385","D","D","247","D","22,460","5,676","81","6,530","12,428","D","50% to less than 60%","30% to less than 40%","30% to less than 40%"
"California","325180","Other Basic Inorganic Chemical Manufacturing","2022","34","40","1,441,546","113,445","29,715","1,224","80,158","21,458","966","2,138","33,287","8,257","258","36,420","16,162","5,896","3,559","10,803","424,576","271,429","D","D","49,652","D","D","D","D","1,052,446","225,561","100,860","69,916","54,785","276,399","121,047","85,205","70,147","1,017,762","189,743","828,019","D","D","D","D","158","D","D","D","D","1,033,422","188,904","844,518","61,691","12,058","2,603","9,455","92,091","14,385","D","D","247","D","22,460","5,676","81","6,530","12,428","D","50% to less than 60%","30% to less than 40%","30% to less than 40%"
"California","32519","Other Basic Organic Chemical Manufacturing","2022","73","73","6,166,768","520,091","127,585","5,227","281,432","68,832","3,188","5,900","238,659","58,753","2,039","125,884","50,500","8,125","15,797","51,462","3,586,450","3,434,485","D","D","67,294","71,777","879,678","D","D","2,602,379","351,898","127,812","57,722","166,364","390,008","147,258","60,337","182,413","2,695,414","262,880","2,432,534","D","D","D","D","1,219","76,477","D","D","D","2,618,803","276,550","2,342,253","111,997","42,369","15,377","26,992","480,107","94,977","9,512","D","D","5,360","108,885","29,857","5,915","136,114","22,255","28,096","30% to less than 40%","50% to less than 60%","60% to less than 70%"
