"Geographic Area Name (NAME)","2022 NAICS code (NAICS2022)","Meaning of NAICS code (NAICS2022_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Production workers first-quarter payroll ($1,000) (PAYQ1PW)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Other employees annual wages ($1,000) (PAYANOM)","Other employees first-quarter payroll ($1,000) (PAYQ1OM)","Other employees for pay period including March 12 (EMPQ1OM)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000) (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of contract work ($1,000) (CSTCNT)","Cost of purchased fuels consumed ($1,000) (CSTFU)","Cost of purchased electricity ($1,000) (CSTELEC)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000) (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000) (ASTBGN)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, beginning of year ($1,000) (ASTBBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, beginning of year ($1,000) (ASTBMCH)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Retirements for buildings and other structures ($1,000) (ASRBLD)","Retirements for machinery and equipment ($1,000) (ASRMCH)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, end of year ($1,000) (ASTEBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, end of year ($1,000) (ASTEMCH)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating imputed percentage of total sales, value of shipments, or revenue (RCPTOT_IMP)","Range indicating imputed percentage of total annual payroll (PAYANN_IMP)","Range indicating imputed percentage of total employees (EMP_IMP)"
"California","3363","Motor Vehicle Parts Manufacturing","2022","482","493","5,775,485","915,190","218,889","15,053","560,192","135,907","10,779","21,588","354,998","82,982","4,274","241,298","97,258","11,506","16,138","116,396","3,294,636","2,893,790","285,965","69,808","11,725","33,348","228,180","D","0","2,578,012","1,093,876","415,228","125,318","553,330","1,231,371","508,218","129,491","593,662","1,577,585","287,420","1,290,165","149,280","25,565","123,715","D","D","110,032","47,065","3,561","43,504","1,679,800","309,424","1,370,376","129,272","70,087","60,259","9,828","424,975","53,017","10,273","6,846","8,777","8,093","27,345","4,865","22,537","31,307","18,871","233,044","30% to less than 40%","20% to less than 30%","40% to less than 50%"
"California","33631","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","2022","71","73","751,502","138,564","32,180","1,992","82,907","20,227","1,452","2,937","55,657","11,953","540","47,219","19,287","6,171","2,875","18,886","430,935","417,111","D","D","D","7,024","42,601","D","0","344,002","136,967","57,970","20,095","58,902","173,192","79,371","22,129","71,692","234,519","37,268","197,251","69,752","D","D","D","D","52,100","2,885","D","D","301,386","51,800","249,586","20,082","7,539","6,082","1,457","71,331","16,443","631","D","D","1,162","2,395","422","2,355","1,927","1,209","41,143","60% to less than 70%","40% to less than 50%","50% to less than 60%"
"California","336310","Motor Vehicle Gasoline Engine and Engine Parts Manufacturing","2022","71","73","751,502","138,564","32,180","1,992","82,907","20,227","1,452","2,937","55,657","11,953","540","47,219","19,287","6,171","2,875","18,886","430,935","417,111","D","D","D","7,024","42,601","D","0","344,002","136,967","57,970","20,095","58,902","173,192","79,371","22,129","71,692","234,519","37,268","197,251","69,752","D","D","D","D","52,100","2,885","D","D","301,386","51,800","249,586","20,082","7,539","6,082","1,457","71,331","16,443","631","D","D","1,162","2,395","422","2,355","1,927","1,209","41,143","60% to less than 70%","40% to less than 50%","50% to less than 60%"
"California","33632","Motor Vehicle Electrical and Electronic Equipment Manufacturing","2022","66","67","1,154,241","112,041","24,991","1,773","56,269","13,574","1,175","2,191","55,772","11,417","598","27,454","10,891","437","2,049","14,077","533,799","D","D","D","D","D","13,060","0","0","662,076","380,192","180,293","10,761","189,138","419,471","222,047","10,641","186,783","261,347","28,731","232,616","8,053","60","7,993","D","1,918","D","16,257","D","D","253,143","26,706","226,437","13,148","7,080","4,993","2,087","53,370","4,021","2,115","510","3,011","1,166","1,656","327","3,124","4,301","932","32,207","Less than 10%","Less than 10%","20% to less than 30%"
"California","336320","Motor Vehicle Electrical and Electronic Equipment Manufacturing","2022","66","67","1,154,241","112,041","24,991","1,773","56,269","13,574","1,175","2,191","55,772","11,417","598","27,454","10,891","437","2,049","14,077","533,799","D","D","D","D","D","13,060","0","0","662,076","380,192","180,293","10,761","189,138","419,471","222,047","10,641","186,783","261,347","28,731","232,616","8,053","60","7,993","D","1,918","D","16,257","D","D","253,143","26,706","226,437","13,148","7,080","4,993","2,087","53,370","4,021","2,115","510","3,011","1,166","1,656","327","3,124","4,301","932","32,207","Less than 10%","Less than 10%","20% to less than 30%"
"California","33633","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","2022","48","48","320,182","50,513","12,342","1,018","32,018","7,620","710","1,383","18,495","4,722","308","10,877","2,805","261","877","6,934","197,417","184,999","D","D","296","1,601","8,752","0","0","122,887","41,054","13,942","8,868","18,244","41,916","12,953","9,979","18,984","92,951","14,756","78,195","D","D","4,061","D","D","D","D","D","D","96,469","14,966","81,503","7,855","4,881","3,914","967","19,959","1,448","D","618","293","1,033","928","460","2,724","1,289","D","10,281","40% to less than 50%","10% to less than 20%","30% to less than 40%"
"California","336330","Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing","2022","48","48","320,182","50,513","12,342","1,018","32,018","7,620","710","1,383","18,495","4,722","308","10,877","2,805","261","877","6,934","197,417","184,999","D","D","296","1,601","8,752","0","0","122,887","41,054","13,942","8,868","18,244","41,916","12,953","9,979","18,984","92,951","14,756","78,195","D","D","4,061","D","D","D","D","D","D","96,469","14,966","81,503","7,855","4,881","3,914","967","19,959","1,448","D","618","293","1,033","928","460","2,724","1,289","D","10,281","40% to less than 50%","10% to less than 20%","30% to less than 40%"
"California","33634","Motor Vehicle Brake System Manufacturing","2022","14","14","172,250","30,859","7,610","643","19,438","4,758","443","826","11,421","2,852","200","6,892","2,382","971","71","3,468","65,311","D","0","D","473","D","2,229","0","0","102,054","34,047","D","D","12,467","35,778","15,227","1,468","19,083","32,973","6,726","26,247","D","D","2,419","136","D","D","D","0","D","35,376","6,758","28,618","3,693","4,546","4,415","131","11,873","575","D","63","D","321","828","141","92","842","D","4,412","10% to less than 20%","Less than 10%","Less than 10%"
"California","336340","Motor Vehicle Brake System Manufacturing","2022","14","14","172,250","30,859","7,610","643","19,438","4,758","443","826","11,421","2,852","200","6,892","2,382","971","71","3,468","65,311","D","0","D","473","D","2,229","0","0","102,054","34,047","D","D","12,467","35,778","15,227","1,468","19,083","32,973","6,726","26,247","D","D","2,419","136","D","D","D","0","D","35,376","6,758","28,618","3,693","4,546","4,415","131","11,873","575","D","63","D","321","828","141","92","842","D","4,412","10% to less than 20%","Less than 10%","Less than 10%"
"California","33635","Motor Vehicle Transmission and Power Train Parts Manufacturing","2022","52","54","444,600","79,442","19,461","1,207","42,321","9,976","717","1,319","37,121","9,485","490","19,250","6,924","176","1,885","10,265","234,966","172,074","54,740","5,337","1,766","1,049","9,067","D","0","216,675","69,733","29,709","5,049","34,975","78,383","37,677","4,122","36,584","104,971","18,101","86,870","D","D","D","D","455","D","D","D","D","126,046","21,872","104,174","9,486","7,524","6,619","905","29,379","3,538","258","529","2,128","952","1,926","346","2,098","3,753","1,293","12,558","30% to less than 40%","Less than 10%","10% to less than 20%"
"California","336350","Motor Vehicle Transmission and Power Train Parts Manufacturing","2022","52","54","444,600","79,442","19,461","1,207","42,321","9,976","717","1,319","37,121","9,485","490","19,250","6,924","176","1,885","10,265","234,966","172,074","54,740","5,337","1,766","1,049","9,067","D","0","216,675","69,733","29,709","5,049","34,975","78,383","37,677","4,122","36,584","104,971","18,101","86,870","D","D","D","D","455","D","D","D","D","126,046","21,872","104,174","9,486","7,524","6,619","905","29,379","3,538","258","529","2,128","952","1,926","346","2,098","3,753","1,293","12,558","30% to less than 40%","Less than 10%","10% to less than 20%"
"California","33636","Motor Vehicle Seating and Interior Trim Manufacturing","2022","44","46","685,529","126,789","31,290","2,082","87,121","21,761","1,514","2,995","39,668","9,529","568","31,354","10,655","318","2,571","17,810","452,937","406,363","36,318","5,090","804","4,362","29,560","0","0","231,180","136,469","12,096","25,063","99,310","123,282","13,649","22,098","87,535","189,259","38,388","150,871","D","D","8,537","D","D","D","D","0","D","193,572","39,164","154,408","14,538","9,337","7,955","1,382","50,557","6,629","532","329","353","1,057","3,931","487","1,437","4,551","1,137","30,114","80% to less than 90%","50% to less than 60%","60% to less than 70%"
"California","336360","Motor Vehicle Seating and Interior Trim Manufacturing","2022","44","46","685,529","126,789","31,290","2,082","87,121","21,761","1,514","2,995","39,668","9,529","568","31,354","10,655","318","2,571","17,810","452,937","406,363","36,318","5,090","804","4,362","29,560","0","0","231,180","136,469","12,096","25,063","99,310","123,282","13,649","22,098","87,535","189,259","38,388","150,871","D","D","8,537","D","D","D","D","0","D","193,572","39,164","154,408","14,538","9,337","7,955","1,382","50,557","6,629","532","329","353","1,057","3,931","487","1,437","4,551","1,137","30,114","80% to less than 90%","50% to less than 60%","60% to less than 70%"
"California","33637","Motor Vehicle Metal Stamping","2022","17","17","204,909","44,977","11,455","785","28,455","7,232","586","1,176","16,522","4,223","199","12,206","4,986","212","973","6,035","120,465","108,918","D","9,256","521","D","8,816","0","0","90,708","19,510","D","D","5,379","26,478","12,738","7,657","6,083","76,496","19,003","57,493","D","D","D","D","59","D","D","0","D","77,904","19,195","58,709","4,852","3,255","2,973","282","10,183","770","D","D","D","315","1,502","316","177","1,422","1,324","3,662","20% to less than 30%","10% to less than 20%","40% to less than 50%"
"California","336370","Motor Vehicle Metal Stamping","2022","17","17","204,909","44,977","11,455","785","28,455","7,232","586","1,176","16,522","4,223","199","12,206","4,986","212","973","6,035","120,465","108,918","D","9,256","521","D","8,816","0","0","90,708","19,510","D","D","5,379","26,478","12,738","7,657","6,083","76,496","19,003","57,493","D","D","D","D","59","D","D","0","D","77,904","19,195","58,709","4,852","3,255","2,973","282","10,183","770","D","D","D","315","1,502","316","177","1,422","1,324","3,662","20% to less than 30%","10% to less than 20%","40% to less than 50%"
"California","33639","Other Motor Vehicle Parts Manufacturing","2022","172","174","2,042,272","332,005","79,560","5,553","211,663","50,759","4,182","8,761","120,342","28,801","1,371","86,046","39,328","2,960","4,837","38,921","1,258,806","1,172,675","36,395","29,813","4,823","15,100","114,095","D","0","808,430","275,904","99,518","41,471","134,915","332,871","114,556","51,397","166,918","585,069","124,447","460,622","31,288","5,505","25,783","2,213","1,394","22,176","20,453","989","19,464","595,904","128,963","466,941","55,618","25,925","23,308","2,617","178,323","19,593","5,387","1,367","2,248","2,087","14,179","2,366","10,530","13,222","8,677","98,667","20% to less than 30%","20% to less than 30%","40% to less than 50%"
"California","336390","Other Motor Vehicle Parts Manufacturing","2022","172","174","2,042,272","332,005","79,560","5,553","211,663","50,759","4,182","8,761","120,342","28,801","1,371","86,046","39,328","2,960","4,837","38,921","1,258,806","1,172,675","36,395","29,813","4,823","15,100","114,095","D","0","808,430","275,904","99,518","41,471","134,915","332,871","114,556","51,397","166,918","585,069","124,447","460,622","31,288","5,505","25,783","2,213","1,394","22,176","20,453","989","19,464","595,904","128,963","466,941","55,618","25,925","23,308","2,617","178,323","19,593","5,387","1,367","2,248","2,087","14,179","2,366","10,530","13,222","8,677","98,667","20% to less than 30%","20% to less than 30%","40% to less than 50%"
"California","3364","Aerospace Product and Parts Manufacturing","2022","297","345","26,060,111","5,884,343","1,575,194","53,510","3,298,745","867,390","32,734","67,018","2,585,598","707,804","20,776","2,012,152","634,215","401,460","285,752","690,725","16,814,408","15,972,132","99,412","456,249","45,759","240,856","1,900,636","D","0","9,543,776","3,189,334","420,356","1,984,293","784,685","3,583,091","476,932","2,225,790","880,369","9,741,800","3,168,798","6,573,002","508,044","112,868","395,176","18,189","34,974","342,013","189,938","89,880","100,058","10,059,906","3,191,786","6,868,120","744,725","277,080","211,031","66,049","1,353,024","128,128","33,901","43,319","40,412","29,493","97,172","24,604","31,487","140,738","142,139","641,631","40% to less than 50%","30% to less than 40%","40% to less than 50%"
"California","33641","Aerospace Product and Parts Manufacturing","2022","297","345","26,060,111","5,884,343","1,575,194","53,510","3,298,745","867,390","32,734","67,018","2,585,598","707,804","20,776","2,012,152","634,215","401,460","285,752","690,725","16,814,408","15,972,132","99,412","456,249","45,759","240,856","1,900,636","D","0","9,543,776","3,189,334","420,356","1,984,293","784,685","3,583,091","476,932","2,225,790","880,369","9,741,800","3,168,798","6,573,002","508,044","112,868","395,176","18,189","34,974","342,013","189,938","89,880","100,058","10,059,906","3,191,786","6,868,120","744,725","277,080","211,031","66,049","1,353,024","128,128","33,901","43,319","40,412","29,493","97,172","24,604","31,487","140,738","142,139","641,631","40% to less than 50%","30% to less than 40%","40% to less than 50%"
"California","336411","Aircraft Manufacturing","2022","44","50","11,705,519","2,162,139","566,590","19,806","958,056","241,167","10,012","19,296","1,204,083","325,423","9,794","670,531","189,877","120,236","79,396","281,022","6,855,568","6,653,359","D","140,720","D","27,605","165,553","0","0","5,088,740","D","D","D","265,835","1,652,083","D","D","D","4,254,033","1,332,658","2,921,375","284,485","50,440","234,045","10,518","17,049","206,478","117,368","80,167","37,201","4,421,150","1,302,931","3,118,219","353,443","123,155","111,273","11,882","512,586","26,815","8,533","25,497","22,529","19,094","19,298","4,705","23,166","59,452","88,704","214,793","50% to less than 60%","20% to less than 30%","30% to less than 40%"
"California","336412","Aircraft Engine and Engine Parts Manufacturing","2022","37","38","D","154,498","37,344","1,787","D","D","1,353","2,816","D","D","434","52,929","19,482","D","D","D","D","D","D","D","3,222","D","96,579","0","0","D","106,604","D","D","D","D","D","D","D","240,637","55,687","184,950","D","D","D","D","D","6,686","D","D","5,142","241,847","54,881","186,966","17,397","D","6,195","D","54,054","8,838","D","D","527","D","19,639","D","53","D","1,605","D","D","Less than 10%","50% to less than 60%"
"California","336413","Other Aircraft Parts and Auxiliary Equipment Manufacturing","2022","197","219","5,896,769","1,343,516","350,226","15,701","775,308","199,009","10,780","22,159","568,208","151,217","4,921","376,296","187,239","7,643","27,230","154,184","2,838,487","2,409,342","84,704","261,938","10,723","71,780","486,353","D","0","3,084,137","1,185,320","D","550,628","D","D","D","573,229","D","2,342,056","541,628","1,800,428","95,574","8,628","86,946","2,858","2,714","81,374","46,279","4,344","41,935","2,391,351","545,912","1,845,439","219,043","83,988","67,125","16,863","445,694","54,925","11,370","4,222","9,480","4,730","49,768","9,963","5,139","37,070","25,364","233,663","40% to less than 50%","30% to less than 40%","50% to less than 60%"
"California","336414","Guided Missile and Space Vehicle Manufacturing","2022","7","8","2,463,621","897,239","259,200","6,815","D","D","3,786","8,806","D","D","3,029","D","133,027","D","D","D","D","D","0","D","D","D","D","0","0","D","D","D","D","D","D","D","D","D","358,036","102,906","255,130","D","D","D","D","D","28,911","D","D","D","405,943","111,089","294,854","29,014","D","D","D","162,343","20,483","2,720","D","D","D","2,947","D","2,278","12,798","D","D","90% to 100%","80% to less than 90%","80% to less than 90%"
"California","336415","Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing","2022","8","8","D","1,040,424","291,461","6,321","806,085","230,177","4,839","9,728","234,339","61,284","1,482","321,480","70,106","D","D","D","2,312,902","2,244,675","0","9,084","7,998","51,145","D","0","0","D","D","D","D","D","D","D","D","D","2,111,653","1,020,663","1,090,990","D","D","16,779","D","D","12,322","D","D","D","2,158,717","1,059,822","1,098,895","89,311","37,919","13,872","24,047","88,556","10,419","D","2,218","D","1,791","2,821","D","D","D","D","31,623","D","Less than 10%","Less than 10%"
"California","336419","Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing","2022","18","22","1,212,845","286,527","70,373","3,080","164,154","39,662","1,964","4,213","122,373","30,711","1,116","D","34,484","D","D","36,802","566,028","544,054","0","7,914","406","13,654","99,583","D","0","657,469","D","D","D","42,455","D","D","D","D","435,385","115,256","320,129","12,343","5,171","7,172","D","D","6,242","6,830","D","D","440,898","117,151","323,747","36,517","14,615","D","D","89,791","6,648","10,443","6,798","D","1,515","2,699","D","D","13,418","3,104","41,697","60% to less than 70%","50% to less than 60%","40% to less than 50%"
"California","3365","Railroad Rolling Stock Manufacturing","2022","11","12","D","D","D","2,178","D","D","D","2,298","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","0","D","97,638","D","D","D","126,988","54,721","D","D","D","D","D","D","D","D","11","D","D","D","0","D","D","D","D","D","5,483","5,338","145","D","D","D","31","D","1,349","D","D","D","D","D","D","D","D","Less than 10%"
"California","33651","Railroad Rolling Stock Manufacturing","2022","11","12","D","D","D","2,178","D","D","D","2,298","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","0","D","97,638","D","D","D","126,988","54,721","D","D","D","D","D","D","D","D","11","D","D","D","0","D","D","D","D","D","5,483","5,338","145","D","D","D","31","D","1,349","D","D","D","D","D","D","D","D","Less than 10%"
"California","336510","Railroad Rolling Stock Manufacturing","2022","11","12","D","D","D","2,178","D","D","D","2,298","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","0","D","97,638","D","D","D","126,988","54,721","D","D","D","D","D","D","D","D","11","D","D","D","0","D","D","D","D","D","5,483","5,338","145","D","D","D","31","D","1,349","D","D","D","D","D","D","D","D","Less than 10%"
"California","3366","Ship and Boat Building","2022","96","101","D","733,912","186,128","10,316","596,243","151,652","8,683","16,044","137,669","34,476","1,633","223,931","77,792","6,643","37,670","101,826","1,634,900","1,367,922","D","227,251","D","32,859","242,352","0","0","1,451,460","228,476","D","68,502","D","241,333","79,590","D","D","1,234,379","485,904","748,475","D","41,615","D","D","D","D","D","D","D","1,301,999","526,506","775,493","68,252","52,599","34,307","18,292","188,717","12,128","4,996","6,568","3,198","4,501","37,371","3,464","5,917","29,131","18,824","62,619","D","20% to less than 30%","20% to less than 30%"
"California","33661","Ship and Boat Building","2022","96","101","D","733,912","186,128","10,316","596,243","151,652","8,683","16,044","137,669","34,476","1,633","223,931","77,792","6,643","37,670","101,826","1,634,900","1,367,922","D","227,251","D","32,859","242,352","0","0","1,451,460","228,476","D","68,502","D","241,333","79,590","D","D","1,234,379","485,904","748,475","D","41,615","D","D","D","D","D","D","D","1,301,999","526,506","775,493","68,252","52,599","34,307","18,292","188,717","12,128","4,996","6,568","3,198","4,501","37,371","3,464","5,917","29,131","18,824","62,619","D","20% to less than 30%","20% to less than 30%"
"California","336611","Ship Building and Repairing","2022","51","56","D","669,921","170,184","8,832","551,401","139,907","7,376","14,354","118,520","30,277","1,456","211,096","72,613","6,605","37,233","94,645","1,499,433","1,239,141","D","225,073","D","31,951","237,935","0","0","1,326,110","146,952","D","56,384","D","141,511","D","D","48,227","1,193,432","463,276","730,156","D","41,372","D","D","D","D","D","D","D","1,256,172","503,635","752,537","62,867","45,829","27,893","17,936","163,943","10,436","4,715","6,440","2,127","3,367","36,310","2,105","2,220","23,124","18,045","55,054","D","20% to less than 30%","20% to less than 30%"
"California","336612","Boat Building","2022","45","45","D","63,991","15,944","1,484","44,842","11,745","1,307","1,690","19,149","4,199","177","12,835","5,179","38","437","7,181","135,467","128,781","D","2,178","D","908","4,417","0","0","125,350","81,524","D","12,118","D","99,822","D","D","D","40,947","22,628","18,319","4,880","243","4,637","D","D","D","0","0","0","45,827","22,871","22,956","5,385","6,770","6,414","356","24,774","1,692","281","128","1,071","1,134","1,061","1,359","3,697","6,007","779","7,565","D","Less than 10%","10% to less than 20%"
"California","3369","Other Transportation Equipment Manufacturing","2022","168","168","D","D","D","2,804","D","D","D","3,513","D","D","D","D","20,260","D","D","25,231","D","D","33,886","D","D","D","49,491","D","D","D","159,114","77,103","15,317","66,694","220,187","100,598","21,503","98,086","260,318","D","D","D","D","D","D","D","D","D","D","D","266,992","D","D","D","15,221","D","D","D","D","D","1,945","D","1,487","D","D","D","D","D","D","D","D","20% to less than 30%"
"California","33699","Other Transportation Equipment Manufacturing","2022","168","168","D","D","D","2,804","D","D","D","3,513","D","D","D","D","20,260","D","D","25,231","D","D","33,886","D","D","D","49,491","D","D","D","159,114","77,103","15,317","66,694","220,187","100,598","21,503","98,086","260,318","D","D","D","D","D","D","D","D","D","D","D","266,992","D","D","D","15,221","D","D","D","D","D","1,945","D","1,487","D","D","D","D","D","D","D","D","20% to less than 30%"
"California","336991","Motorcycle, Bicycle, and Parts Manufacturing","2022","113","113","D","100,206","24,103","1,740","49,626","12,242","1,103","2,205","50,580","11,861","637","25,890","9,557","D","D","13,987","334,106","D","D","D","D","D","D","0","0","D","107,487","D","D","48,725","154,752","69,550","7,485","77,717","116,546","34,724","81,822","D","D","D","D","D","D","D","D","D","119,395","35,185","84,210","16,763","10,805","9,389","1,416","37,863","6,691","D","1,390","D","968","D","D","4,696","4,243","D","14,602","D","Less than 10%","30% to less than 40%"
"California","336999","All Other Transportation Equipment Manufacturing","2022","D","D","D","D","9,687","500 to 999 employees","21,632","D","D","D","D","D","D","10,068","D","D","D","D","D","D","D","D","D","D","32,233","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","18,999","D","D","D","D","D","1,263","D","D","D","1,921","D","D","D","D"
"California","337","Furniture and Related Product Manufacturing","2022","1,653","1,682","8,079,793","1,674,219","405,668","32,316","1,056,096","255,423","24,294","46,119","618,123","150,245","8,022","373,461","125,484","9,935","27,460","210,582","3,615,724","3,362,176","90,575","99,462","20,615","42,896","257,555","335","D","4,508,385","849,258","322,917","146,574","379,767","912,937","347,053","166,754","399,130","1,572,907","572,796","1,000,111","131,113","23,853","107,260","27,492","10,642","69,126","45,546","10,239","35,307","1,658,474","586,410","1,072,064","136,719","222,973","179,625","43,348","706,722","92,595","8,075","6,758","7,520","19,560","37,518","15,840","57,000","57,096","30,304","374,456","40% to less than 50%","20% to less than 30%","40% to less than 50%"
"California","3371","Household and institutional furniture and kitchen cabinet manufacturing","2022","1,168","1,190","4,727,735","957,156","233,506","19,644","651,087","156,361","15,392","28,710","306,069","77,145","4,252","208,128","68,026","4,634","16,081","119,387","2,219,564","2,085,322","48,948","43,436","13,724","28,134","176,285","330","0","2,553,086","461,516","169,345","74,101","218,070","529,515","194,554","93,807","241,154","879,937","372,711","507,226","54,201","9,061","45,140","16,089","4,105","24,946","22,279","6,748","15,531","911,859","375,024","536,835","77,092","140,438","106,812","33,626","465,776","55,804","4,561","3,985","3,868","9,660","23,471","10,900","26,955","39,694","19,217","267,661","40% to less than 50%","10% to less than 20%","50% to less than 60%"
"California","33711","Wood Kitchen Cabinet and Countertop Manufacturing","2022","722","728","1,814,081","405,753","96,124","7,890","272,883","64,434","5,866","10,902","132,870","31,690","2,024","83,834","23,642","2,909","4,490","52,793","712,382","663,119","7,294","17,342","10,281","14,346","90,251","D","0","1,102,867","141,273","42,239","34,317","64,717","164,868","48,445","29,279","87,144","423,676","175,540","248,136","28,176","2,515","25,661","10,032","1,731","13,898","10,403","2,114","8,289","441,449","175,941","265,508","38,042","57,996","47,534","10,462","136,198","29,606","2,014","1,289","1,742","3,512","10,652","4,800","11,319","8,634","10,138","52,492","30% to less than 40%","10% to less than 20%","40% to less than 50%"
"California","337110","Wood Kitchen Cabinet and Countertop Manufacturing","2022","722","728","1,814,081","405,753","96,124","7,890","272,883","64,434","5,866","10,902","132,870","31,690","2,024","83,834","23,642","2,909","4,490","52,793","712,382","663,119","7,294","17,342","10,281","14,346","90,251","D","0","1,102,867","141,273","42,239","34,317","64,717","164,868","48,445","29,279","87,144","423,676","175,540","248,136","28,176","2,515","25,661","10,032","1,731","13,898","10,403","2,114","8,289","441,449","175,941","265,508","38,042","57,996","47,534","10,462","136,198","29,606","2,014","1,289","1,742","3,512","10,652","4,800","11,319","8,634","10,138","52,492","30% to less than 40%","10% to less than 20%","40% to less than 50%"
"California","33712","Household and Institutional Furniture Manufacturing","2022","446","462","2,913,654","551,403","137,382","11,754","378,204","91,927","9,526","17,808","173,199","45,455","2,228","124,294","44,384","1,725","11,591","66,594","1,507,182","1,422,203","41,654","26,094","3,443","13,788","86,034","D","0","1,450,219","320,243","127,106","39,784","153,353","364,647","146,109","64,528","154,010","456,261","197,171","259,090","26,025","6,546","19,479","6,057","2,374","11,048","11,876","4,634","7,242","470,410","199,083","271,327","39,050","82,442","59,278","23,164","329,578","26,198","2,547","2,696","2,126","6,148","12,819","6,100","15,636","31,060","9,079","215,169","40% to less than 50%","20% to less than 30%","50% to less than 60%"
"California","337121","Upholstered Household Furniture Manufacturing","2022","191","202","1,832,283","310,207","76,405","7,218","234,717","57,228","6,212","10,866","75,490","19,177","1,006","67,185","24,115","536","6,851","35,683","952,272","934,686","1,775","8,647","1,055","6,109","38,306","D","0","885,244","163,146","80,068","11,726","71,352","178,410","82,220","14,807","81,383","232,020","122,142","109,878","13,553","3,629","9,924","3,349","1,820","4,755","5,715","D","D","239,858","122,865","116,993","18,152","53,436","33,174","20,262","158,039","12,471","1,355","1,372","1,206","3,187","5,789","2,847","10,636","10,455","4,988","103,733","50% to less than 60%","30% to less than 40%","60% to less than 70%"
